Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),MPN (product.metafields.shopwoo._sw_mpn),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pink-leather-shoulder-bag-1,Pink Leather Shoulder Bag,"<p>Description:<br>
The product with MPN <b>VARENNEAVENUENBACANDYPINKLIGHTGOLD</b> and code <b>F85111</b> <b>leather</b> in <b>pink</b> is a <b>shoulder bags</b> designed by <b>Jimmy Choo</b>. It has features like <b>front logo</b>.</p>
",Jimmy Choo,,,"112075374870, 13426, Bags, Jimmy Choo, New with tags, Pink, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,JI15379424280841BT,3000,shopify,deny,manual,992.1,1725,TRUE,TRUE,,,,,'0196176400888,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9644575.jpg?v=1772547997,1,,FALSE,,,,,,,,VARENNEAVENUENBACANDYPINKLIGHTGOLD,,kg,,658,active
pink-leather-shoulder-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9644582.jpg?v=1772547997,2,,,,,,,,,,,,,,,
pink-leather-shoulder-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9644591.jpg?v=1772547997,3,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-shoulder-bag-1,Brown Calf Leather Bos Taurus Shoulder Bag,"<p>The Mame Weekend Shoulder Bag by Benedetta Bruzziches pays homage to the unforgettable Aunt Mame, the protagonist of Patrick Dennis’s novel and a symbol of freedom, drama, and nonconformity. Crafted from soft calfskin suede, with metal hardware and a double tubular handle, it embodies bold, uncompromising elegance. The zip closure completes the design of a bag designed for those who know that true beauty never goes unnoticed.</p>
<p>Season: AW25<br>
Dimension: 40x30x19<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Benedetta Bruzziches,,,"112075178262, 13426, Bags, Benedetta Bruzziches, Brown, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,BEAI250109120NABUKMULLEBB,3000,shopify,deny,manual,1156,2220,TRUE,TRUE,,,,,'9900658756797,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9348295.jpg?v=1772547995,1,,FALSE,,,,,,,,AI250109120,,kg,,680,active
brown-calf-leather-bos-taurus-shoulder-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9348297.jpg?v=1772547994,2,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-shoulder-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9348300.jpg?v=1772547995,3,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-shoulder-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9348302.jpg?v=1772547995,4,,,,,,,,,,,,,,,
black-lamb-ovis-aries-aries-shoulder-bag,Black Lamb Ovis Aries Aries Shoulder Bag,"<p>Icons Shoulder Bag by Chloè combines contemporary elegance with the Maison’s iconic references in a rounded, padded silhouette. Made of soft smooth lambskin nappa leather, it is embellished with a gold chain with Horse Medal detail, miniature charms, and the signature Chloé Iconic. With adjustable loops and hooks, it can be worn over the shoulder or cross-body in a variety of ways, offering versatility and style for any occasion.</p>
<p>Season: SS26<br>
Dimension: 37x18x2<br>
Composition: 100% Lamb Ovis Aries Aries</p>
",Chloé,,,"112075178262, 13426, Bags, Black, Chloé, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,CHCH25WP124P80001BB,3000,shopify,deny,manual,1065,1420,TRUE,TRUE,,,,,'9900659369576,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9285416.jpg?v=1772547993,1,,FALSE,,,,,,,,CH25WP124P80,,kg,,690,active
black-lamb-ovis-aries-aries-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9285417.jpg?v=1772547993,2,,,,,,,,,,,,,,,
black-lamb-ovis-aries-aries-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/9285418.jpg?v=1772547993,3,,,,,,,,,,,,,,,
beige-calf-leather-bos-taurus-shoulder-bag,Beige Calf Leather Bos Taurus Shoulder Bag,"<p>Valentino Garavani’s Rockstud small Messenger Shoulder Bag combines character and sophistication. Made with a front flap closure and buckles, it is embellished with the iconic studs along the profiles. Featuring an adjustable shoulder strap and a handy back pocket, it’s perfect for adding a punchy touch to any look.</p>
<p>Season: AW25<br>
Dimension: 19.5x15x11.5<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Valentino Garavani,,,"112075178262, 13426, Bags, Beige, New with tags, Shoulder Bags - Bags, Valentino Garavani, Women",TRUE,Title,Default Title,,,,,,,,VA7W2B0Q95VSF0NOBB,3000,shopify,deny,manual,1086,1870,TRUE,TRUE,,,,,'9900658118809,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/8628054.jpg?v=1772547990,1,,FALSE,,,,,,,,7W2B0Q95VSF,,kg,,730,active
beige-calf-leather-bos-taurus-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/8628055.jpg?v=1772547992,2,,,,,,,,,,,,,,,
beige-calf-leather-bos-taurus-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/8628057.jpg?v=1772547990,3,,,,,,,,,,,,,,,
beige-calf-leather-bos-taurus-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/8628059.jpg?v=1772547990,4,,,,,,,,,,,,,,,
white-leather-clutch-bag,White Leather Clutch Bag,"<p>Description:<br>
The product with MPN <b>1NE0392BYAF0009</b> and code <b>F83693</b> <b>leather</b> in <b>white</b> is a <b>clutches</b> designed by <b>Prada</b>. It has features like <b>front logo, back logo, removable handle, intentionally distressed areas may vary</b>.</p>
",Prada,,,"112075374870, 13426, Bags, Clutch Bags - Bags, New with tags, Prada, White, Women",TRUE,Title,Default Title,,,,,,,,PR15185777918217BT,2000,shopify,deny,manual,1023.3,1780,TRUE,TRUE,,,,,'8056587508790,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/8343558.jpg?v=1772547989,1,,FALSE,,,,,,,,1NE0392BYAF0009,,kg,,679,active
white-leather-clutch-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/8343579.jpg?v=1772547989,2,,,,,,,,,,,,,,,
red-leather-handbag,Red Leather Handbag,"<p>Description:<br>
The product with MPN <b>CHC23AS577K53600</b> and code <b>F83651</b> <b>leather</b> in <b>red</b> is a <b>handbags</b> designed by <b>Chloé</b>. It has features like <b>front logo, removable shoulder</b>.</p>
",Chloé,,,"112075374870, 13426, Bags, Chloé, Handbags - Bags, New with tags, Red, Women",TRUE,Title,Default Title,,,,,,,,CH15183504277769BT,3000,shopify,deny,manual,1142.7,1989,TRUE,TRUE,,,,,'7614027137200,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/8343468.jpg?v=1772547987,1,,FALSE,,,,,,,,CHC23AS577K53600,,kg,,760,active
red-leather-handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/8343475.jpg?v=1772547987,2,,,,,,,,,,,,,,,
red-leather-handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/8343483.jpg?v=1772547987,3,,,,,,,,,,,,,,,
pink-leather-shoulder-bag,Pink Leather Shoulder Bag,"<p>Description:<br>
The product with MPN <b>SBMPN09U07LV520Z677C</b> and code <b>F77056</b> <b>leather</b> in <b>pink</b> is a <b>shoulder bags</b> designed by <b>Marni</b>. It has features like <b>adjustable handle, divider inner pocket, adjustable shoulder</b>.</p>
",Marni,,,"112075374870, 13426, Bags, Marni, New with tags, Pink, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,MA15179052024073BT,3000,shopify,deny,manual,1117.6,1945,TRUE,TRUE,,,,,'8050268561500,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/8343433.jpg?v=1772547985,1,,FALSE,,,,,,,,SBMPN09U07LV520Z677C,,kg,,743,active
pink-leather-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/8343442.jpg?v=1772547985,2,,,,,,,,,,,,,,,
pink-leather-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/8343450.jpg?v=1772547986,3,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag-2,Black Calf Leather Bos Taurus Shoulder Bag,"<p>Marni’s small Dot Hobo Shoulder Bag stands out for its semi-gloss finish that enhances its natural texture. It is a crossbody model with an asymmetrical and soft silhouette, perfect for a contemporary look. The handle, adjustable with a buckle, features a distinctive metal clamp that creates a charming suspended effect, embellished with a round rivet with engraved Marni logo. The bag closes with a zipper and includes an interior zippered pocket to better organize your belongings.</p>
<p>Season: AW25<br>
Dimension: 25x42x2<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Marni,,,"112075178262, 13426, Bags, Black, Marni, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,MASBMP0251U0P822200N99BB,3000,shopify,deny,manual,1038,1920,TRUE,TRUE,,,,,'9900658037001,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7917074.jpg?v=1772547983,1,,FALSE,,,,,,,,SBMP0251U0P8222,,kg,,640,active
black-calf-leather-bos-taurus-shoulder-bag-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7917077.jpg?v=1772547983,2,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7917084.jpg?v=1772547987,3,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7917087.jpg?v=1772547983,4,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7917091.jpg?v=1772547983,5,,,,,,,,,,,,,,,
beige-cotton-handbag,Beige Cotton Handbag,"<p>Chloé’s Carry Tote Bag is a stylish, multifunctional accessory made of cotton with contrasting leather details that accentuate its sophisticated appeal. Magnetic buttons on the side panels allow you to adjust the width of the bag for added convenience. The snap top closure provides security, while double flat handles and a removable and adjustable leather shoulder strap offer multiple carrying options, perfect for any occasion. The brand’s iconic monogram is visible on both the front and back, adding a distinctive touch. Inside, a welt pocket allows you to organize smaller items, while the brand’s signature on the side panels enhances the design with an exclusive and refined detail.</p>
<p>Season: SS26<br>
Dimension: 27×23.5×12<br>
Composition: 100% Cotton</p>
",Chloé,,,"112075178262, 13426, Bags, Beige, Chloé, Handbags - Bags, New with tags, Women",TRUE,Title,Default Title,,,,,,,,CHCHC25SS911O6526YBB,3000,shopify,deny,manual,985,1320,TRUE,TRUE,,,,,'9900658141838,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7800680.jpg?v=1772547981,1,,FALSE,,,,,,,,CHC25SS911O65,,kg,,630,active
beige-cotton-handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7800682.jpg?v=1772547982,2,,,,,,,,,,,,,,,
beige-cotton-handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7800686.jpg?v=1772547981,3,,,,,,,,,,,,,,,
beige-cotton-handbag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7800690.jpg?v=1772547982,4,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag-1,Black Calf Leather Bos Taurus Shoulder Bag,"<p>The Valentino Garavani Small Rockstud Tote Bag is made of garnet calfskin and finished with iconic Rockstud studs and platinum-finish metal details. Versatile and functional, it can be carried by hand, over the shoulder or cross-body thanks to its handles and adjustable, removable leather shoulder strap. A zippered closure and protective feet at the base complete the design for a bold and sophisticated style for any occasion.</p>
<p>Season: AW25<br>
Dimension: 20x16x7<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Valentino Garavani,,,"112075178262, 13426, Bags, Black, New with tags, Shoulder Bags - Bags, Valentino Garavani, Women",TRUE,Title,Default Title,,,,,,,,VA7W2B0R05VSF0NOBB,3000,shopify,deny,manual,1086,1870,TRUE,TRUE,,,,,'9900658118908,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7667159.jpg?v=1772547980,1,,FALSE,,,,,,,,7W2B0R05VSF,,kg,,730,active
black-calf-leather-bos-taurus-shoulder-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7667161.jpg?v=1772547980,2,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7667165.jpg?v=1772547980,3,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7667169.jpg?v=1772547980,4,,,,,,,,,,,,,,,
black-cotton-rhinestone-embellished-tank-top,Black Cotton Rhinestone Embellished Tank Top,"<p>DOLCE &amp; GABBANA</p>
<p>Gorgeous brand new, 100% Authentic Dolce &amp; Gabbana tank top with rhinestone DG ribbon embellishment crafted from cotton fabric features round neck and sleeveless.<br>
Model: Sleeveless tank top<br>
Color: Black<br>
Material: 100% Cotton<br>
Zipper closure on the back<br>
Logo details<br>
Made in Italy<br>
Very exclusive and high craftsmanship</p>
",Dolce & Gabbana,,,"100% Cotton, 111922446614, 13426, Black, Clothing, Dolce & Gabbana, IT40|S, New with tags, Sleeveless - T-Shirts - Clothing, T-Shirts - Clothing, Women",TRUE,Italian Size WOMEN,IT40|S,,,,,,,,DR81735-40,500,shopify,deny,manual,1590.8,3695,TRUE,TRUE,,,,,'8052145857737,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7476763.jpg?v=1772547978,1,,FALSE,,,,,,,,,,kg,,669,active
black-cotton-rhinestone-embellished-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7476763_164a54e0-d604-47ec-9b8e-bcd2facdf639.jpg?v=1772547979,2,,,,,,,,,,,,,,,
black-cotton-rhinestone-embellished-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7476764.jpg?v=1772547978,3,,,,,,,,,,,,,,,
black-cotton-rhinestone-embellished-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7476765.jpg?v=1772547978,4,,,,,,,,,,,,,,,
black-cotton-rhinestone-embellished-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7476766.jpg?v=1772547981,5,,,,,,,,,,,,,,,
black-cotton-rhinestone-embellished-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7476767.jpg?v=1772547979,6,,,,,,,,,,,,,,,
black-cotton-rhinestone-embellished-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7476768.jpg?v=1772547979,7,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-shoulder-bag,Brown Calf Leather Bos Taurus Shoulder Bag,"<p>The Nellcôte Tote Bag by Valentino Garavani is a sophisticated accessory that combines elegance and character. Made of soft suede leather, it features two long flat handles that allow for comfortable carrying either by hand or on the shoulder. The profile is embellished with ball studs and rivets, adding a gritty touch to the refined design. Metal parts with palladium finish enhance the quality of the details, while the small decorative element with Signature VLogo confirms the brand’s iconic identity. The interior is organized with a handy zippered pocket, ideal for safely storing essentials.</p>
<p>Season: AW25<br>
Dimension: 21x16x5<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Valentino Garavani,,,"112075178262, 13426, Bags, Brown, New with tags, Shoulder Bags - Bags, Valentino Garavani, Women",TRUE,Title,Default Title,,,,,,,,VA7W2B0R89JET0TOBB,3000,shopify,deny,manual,1166,2020,TRUE,TRUE,,,,,'9900658119301,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7459212.jpg?v=1772547977,1,,FALSE,,,,,,,,7W2B0R89JET,,kg,,780,active
brown-calf-leather-bos-taurus-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7459214.jpg?v=1772547976,2,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7459217.jpg?v=1772547976,3,,,,,,,,,,,,,,,
brown-calf-leather-bos-taurus-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7459220.jpg?v=1772547977,4,,,,,,,,,,,,,,,
beige-floral-embroidery-sleeveless-tank-top,Beige Floral Embroidery Sleeveless Tank Top,"<p>DOLCE &amp; GABBANA</p>
<p>Gorgeous brand new, 100% Authentic Dolce &amp; Gabbana sleeveless floral embroidery top.<br>
Model: Sleeveless Tank<br>
Color: Beige<br>
Material: 91% Cotton 9% Nylon<br>
Zipper closure<br>
Logo details<br>
Made in Italy<br>
Very exclusive and high craftsmanship</p>
",Dolce & Gabbana,,,"111922446614, 13426, Beige, Clothing, Dolce & Gabbana, IT38 | XS, IT44 | L, IT46|XL, Material: 91% Cotton 9% Nylon, New with tags, Sleeveless - T-Shirts - Clothing, T-Shirts - Clothing, Women",TRUE,Italian Size WOMEN,IT38 | XS,,,,,,,,TSH90439-38,500,shopify,deny,manual,1185.5,2470,TRUE,TRUE,,,,,'8053901438795,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7125088_0a92a873-0920-43b1-a461-afea6917973c.jpg?v=1772547974,1,,FALSE,,,,,,,,,,kg,,615,active
beige-floral-embroidery-sleeveless-tank-top,,,,,,,,,IT44 | L,,,,,,,,TSH90439-44,500,shopify,deny,manual,1185.5,2470,TRUE,TRUE,,,,,'8053901438818,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7125088.jpg?v=1772547974,2,,,,,,,,,,,,kg,,615,
beige-floral-embroidery-sleeveless-tank-top,,,,,,,,,IT46|XL,,,,,,,,TSH90439-46,500,shopify,deny,manual,1185.5,2470,TRUE,TRUE,,,,,'8053901438825,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7125089.jpg?v=1772547974,3,,,,,,,,,,,,kg,,615,
beige-floral-embroidery-sleeveless-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7125090.jpg?v=1772547975,4,,,,,,,,,,,,,,,
beige-floral-embroidery-sleeveless-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7125091.jpg?v=1772547975,5,,,,,,,,,,,,,,,
beige-floral-embroidery-sleeveless-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7125092.jpg?v=1772547975,6,,,,,,,,,,,,,,,
beige-floral-embroidery-sleeveless-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7125093.jpg?v=1772547975,7,,,,,,,,,,,,,,,
beige-floral-embroidery-sleeveless-tank-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/7125094.jpg?v=1772547975,8,,,,,,,,,,,,,,,
black-calfskin-leather-chain-strap-shoulder-crossbody-bag,Black Calfskin Leather Chain Strap Shoulder Crossbody Bag,"<p>VERSACE</p>
<p>Absolutely stunning, 100% Authentic brand new VERSACE solid color, crossbody strap bag.<br>
Model: Crossbody bag<br>
Material: Calfskin Leather<br>
Color: Black<br>
Black inner lining with inside pocket<br>
Handle: Chain shoulder strap<br>
Logo engraved metal hardware<br>
Made in Italy<br>
Measurements: 19cm x 11cm x 4.5cm<br>
Strap: 100cm x 1cm</p>
",Versace,,,"111922446614, 13426, Bags, Black, Crossbody Bags - Bags, Material: Calfskin Leather, New with tags, Versace, Women",TRUE,Title,Default Title,,,,,,,,BAG4391,2500,shopify,deny,manual,1030,1365,TRUE,TRUE,,,,,'8056204379369,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/6788250.jpg?v=1772547972,1,,FALSE,,,,,,,,,,kg,,675,active
black-calfskin-leather-chain-strap-shoulder-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/6788249.jpg?v=1772547972,2,,,,,,,,,,,,,,,
black-calfskin-leather-chain-strap-shoulder-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/6788250_87e08ce0-ca37-4581-adf0-658b5226d519.jpg?v=1772547973,3,,,,,,,,,,,,,,,
black-calfskin-leather-chain-strap-shoulder-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/6788253.jpg?v=1772547973,4,,,,,,,,,,,,,,,
black-calfskin-leather-chain-strap-shoulder-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/6788254.jpg?v=1772547973,5,,,,,,,,,,,,,,,
black-calfskin-leather-chain-strap-shoulder-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/6788265.jpg?v=1772547972,6,,,,,,,,,,,,,,,
black-calfskin-leather-chain-strap-shoulder-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/6788266.jpg?v=1772547973,7,,,,,,,,,,,,,,,
black-calfskin-leather-chain-strap-shoulder-crossbody-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/6788267.jpg?v=1772547973,8,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag,Black Calf Leather Bos Taurus Shoulder Bag,"<p>The Spin Shoulder Bag by Chloé, crafted by shiny grained leather, features an elegant design with two flat top handles and an adjustable shoulder strap. The closure is secured by a magnetic button, while the detail of the hanging chain with Chloé medals and the emblematic Horse adds a distinctive touch. The iconic monogram press-stamped on the front stands out, and inside there is a single compartment, for a minimalist and functional aesthetic.</p>
<p>Season: SS26<br>
Dimension: 18x19x8<br>
Composition: 100% Calf Leather Bos Taurus</p>
",Chloé,,,"112075178262, 13426, Bags, Black, Chloé, New with tags, Shoulder Bags - Bags, Women",TRUE,Title,Default Title,,,,,,,,CHCH25SS812N84001BB,3000,shopify,deny,manual,1030,1370,TRUE,TRUE,,,,,'9900656616031,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/6135437.jpg?v=1772547970,1,,FALSE,,,,,,,,CH25SS812N84,,kg,,670,active
black-calf-leather-bos-taurus-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/6135438.jpg?v=1772547970,2,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/6135439.jpg?v=1772547970,3,,,,,,,,,,,,,,,
black-calf-leather-bos-taurus-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/6135440.jpg?v=1772547970,4,,,,,,,,,,,,,,,
pink-grainy-calf-leather-logo-crossbody-shoulder-bag,Pink Grainy Calf Leather Logo Crossbody Shoulder Bag,"<p>VERSACE</p>
<p>Absolutely stunning, 100% Authentic, brand new with tags VERSACE bags. Brand logo, solid color, shoulder strap, magnetic fastening.<br>
Model: Shoulder bag<br>
Outside Material: 100% VL ,<br>
Inside: 100% CO<br>
Colour: Pink<br>
Black inner lining with inside pocket<br>
Handle: One handle, adjustable shoulder strap<br>
Logo engraved metal hardware<br>
Made in Italy<br>
Measurements: 24cm x 17cm x 6cm<br>
Strap: 60cm</p>
",Versace,,,"111922446614, 13426, Bags, CO100%, Material: VL100%, New with tags, Pink, Shoulder Bags - Bags, Versace, Women",TRUE,Title,Default Title,,,,,,,,BAG1613,3000,shopify,deny,manual,1031.4,1530,TRUE,TRUE,,,,,'8053609096679,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645389.jpg?v=1772547968,1,,FALSE,,,,,,,,,,kg,,679,active
pink-grainy-calf-leather-logo-crossbody-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645389_027f8de8-6d80-478e-9fb6-24524c2f73a0.jpg?v=1772547968,2,,,,,,,,,,,,,,,
pink-grainy-calf-leather-logo-crossbody-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645390.jpg?v=1772547968,3,,,,,,,,,,,,,,,
pink-grainy-calf-leather-logo-crossbody-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5101/5446/files/4645391.jpg?v=1772547968,4,,,,,,,,,,,,,,,
